Rank,Company,Industry,Revenue,Profit,Profit %,Year,Employees
77,Lockheed Martin,"Aerospace, Defense",24793,-1046,-0.042189328,2002,
119,Rtx,"Aerospace, Defense",16867,-763,-0.04523626,2002,
151,Northrop Grumman,"Aerospace, Defense",13558,427,0.031494321,2002,
164,Textron,"Aerospace, Defense",12321,166,0.013472932,2002,
166,General Dynamics,"Aerospace, Defense",12163,943,0.077530215,2002,
340,Goodrich,"Aerospace, Defense",5013.4,289.2,0.057685403,2002,
15,Boeing,"Aerospace, Defense",51321,2128,0.041464508,2001,
64,United Technologies,"Aerospace, Defense",26583,1808,0.068013392,2001,
69,Lockheed Martin,"Aerospace, Defense",25329,-519,-0.020490347,2001,
111,Rtx,"Aerospace, Defense",18321,141,0.007696086,2001,
150,Textron,"Aerospace, Defense",13090,218,0.016653934,2001,
180,General Dynamics,"Aerospace, Defense",10359,901,0.086977507,2001,
232,Northrop Grumman,"Aerospace, Defense",8287,608,0.073367926,2001,
322,Goodrich,"Aerospace, Defense",5531.5,325.9,0.058917111,2001,
10,Boeing,"Aerospace, Defense",57993,2309,0.03981515,2000,
52,Lockheed Martin,"Aerospace, Defense",25530,382,0.014962789,2000,
57,United Technologies,"Aerospace, Defense",25242,1531,0.06065288,2000,
82,Rtx,"Aerospace, Defense",19841,404,0.020361877,2000,
154,Textron,"Aerospace, Defense",11579,2226,0.192244581,2000,
190,Northrop Grumman,"Aerospace, Defense",8995,467,0.051917732,2000,
191,General Dynamics,"Aerospace, Defense",8959,880,0.098225248,2000,
300,Goodrich,"Aerospace, Defense",5537.5,169.6,0.03062754,2000,
9,Boeing,"Aerospace, Defense",56154,1120,0.019945151,1999,
